DATE,SHIFTS,MC GM-1,MC GM-2,MC GM-3,MC GM-4,MC GM-5,MC GM-6,MC NL-1,MC NL-2,Upcoming.
"10, Sunday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"10, Sunday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"11, Monday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"11, Monday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"11, Monday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"12, Tuesday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"12, Tuesday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"12, Tuesday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"13, Wednesday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"13, Wednesday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"13, Wednesday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"14, Thursday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"14, Thursday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"14, Thursday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"15, Friday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"15, Friday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"15, Friday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"16, Saturday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"16, Saturday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"16, Saturday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"17, Sunday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"17, Sunday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"17, Sunday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"18, Monday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"18, Monday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"18, Monday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"19, Tuesday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"19, Tuesday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"19, Tuesday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"20, Wednesday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"20, Wednesday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"20, Wednesday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"21, Thursday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"21, Thursday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"21, Thursday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"22, Friday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"22, Friday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"22, Friday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"23, Saturday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"23, Saturday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"23, Saturday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"24, Sunday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"24, Sunday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"24, Sunday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"25, Monday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"25, Monday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"25, Monday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"26, Tuesday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"26, Tuesday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"26, Tuesday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"27, Wednesday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"27, Wednesday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"27, Wednesday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"28, Thursday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"28, Thursday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"28, Thursday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"29, Friday, Aug 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"29, Friday, Aug 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"29, Friday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"30, Saturday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"30, Saturday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"30, Saturday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"31, Sunday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"31, Sunday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"31, Sunday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"01, Monday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"01, Monday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"01, Monday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"02, Tuesday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"02, Tuesday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"02, Tuesday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"03, Wednesday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"03, Wednesday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"03, Wednesday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"04, Thursday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"04, Thursday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"04, Thursday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"05, Friday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"05, Friday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"05, Friday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"06, Saturday, Sep 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"06, Saturday, Sep 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"06, Saturday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"07, Sunday, Sep 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"07, Sunday, Sep 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"07, Sunday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"08, Monday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"08, Monday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"08, Monday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"09, Tuesday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"09, Tuesday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"09, Tuesday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"10, Wednesday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"10, Wednesday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"10, Wednesday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"11, Thursday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"11, Thursday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"11, Thursday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"12, Friday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"12, Friday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"12, Friday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"13, Saturday, Sep 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"13, Saturday, Sep 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"13, Saturday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"14, Sunday, Sep 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"14, Sunday, Sep 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"14, Sunday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"15, Monday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"15, Monday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"15, Monday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"16, Tuesday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"16, Tuesday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"16, Tuesday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"17, Wednesday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"17, Wednesday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"17, Wednesday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"18, Thursday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"18, Thursday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"18, Thursday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"19, Friday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"19, Friday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"19, Friday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"20, Saturday, Sep 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"20, Saturday, Sep 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"20, Saturday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"21, Sunday, Sep 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"21, Sunday, Sep 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"21, Sunday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"22, Monday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"22, Monday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"22, Monday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"23, Tuesday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"23, Tuesday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"23, Tuesday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"24, Wednesday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"24, Wednesday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"24, Wednesday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"25, Thursday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"25, Thursday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"25, Thursday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"26, Friday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"26, Friday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"26, Friday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"27, Saturday, Sep 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"27, Saturday, Sep 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"27, Saturday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"28, Sunday, Sep 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"28, Sunday, Sep 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"28, Sunday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"29, Monday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"29, Monday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"29, Monday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"30, Tuesday, Sep 2025",SHIFT-1,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"30, Tuesday, Sep 2025",SHIFT-2,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"30, Tuesday, Sep 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"01, Wednesday, Oct 2025",SHIFT-1,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"01, Wednesday, Oct 2025",SHIFT-2,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"01, Wednesday, Oct 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"02, Thursday, Oct 2025",SHIFT-1,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"02, Thursday, Oct 2025",SHIFT-2,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"02, Thursday, Oct 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"03, Friday, Oct 2025",SHIFT-1,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"03, Friday, Oct 2025",SHIFT-2,35627,NO PLANNING,35131,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
"03, Friday, Oct 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,TRUE
